interaction_id,Interaction_Time,Department,User_Role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,Feedback_Category,Speed_Performance,AI_Success_Flag
INT-100357,03:31.9,Operations,Executive,What is customer churn rate?,Customer,ROI,Predictive,0.7,1151,4,Medium,Positive,Slow,High Performance
INT-100321,08:31.9,Marketing,Analyst,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.9,2067,2,Medium,Negative,Slow,Review Needed
INT-100671,09:31.9,Sales,Manager,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.9,2111,4,Low,Positive,Slow,High Performance
INT-100662,15:31.9,Sales,Manager,What is customer churn rate?,Sales,Profit Margin,Descriptive,1,2487,5,nan,Positive,Slow,High Performance
INT-100618,38:31.9,HR,Executive,Which campaign had highest ROI?,Finance,Revenue,Descriptive,1,1464,3,Low,Neutral,Slow,High Performance
INT-100591,34:31.9,Sales,Executive,What is customer churn rate?,Finance,Revenue,Descriptive,0.6,520,5,High,Positive,Fast,High Performance
INT-101504,26:31.9,Sales,Executive,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.7,1601,4,Medium,Positive,Slow,High Performance
INT-101513,51:31.9,Operations,Manager,Show monthly revenue trend,Revenue,Conversion Rate,Trend Analysis,0.8,500,5,Medium,Positive,Fast,High Performance
INT-101497,06:31.9,Operations,Manager,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.6,1773,5,High,Positive,Slow,High Performance
INT-101001,04:31.9,HR,Manager,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.6,1795,5,High,Positive,Slow,High Performance
INT-101002,07:31.9,HR,Manager,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.7,2269,3,High,Neutral,Slow,High Performance
INT-100959,34:31.9,Sales,Executive,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.7,2142,4,Low,Positive,Slow,High Performance
INT-100795,04:31.9,Marketing,Manager,Compare sales performance by region,Sales,Revenue,Predictive,0.6,1919,3,Medium,Neutral,Slow,High Performance
INT-100841,57:31.9,Operations,Executive,Forecast next quarter revenue,Marketing,Profit Margin,Descriptive,0.8,1559,2,Medium,Negative,Slow,Review Needed
INT-100878,00:31.9,Operations,Executive,Forecast next quarter revenue,Sales,ROI,Descriptive,0.7,2352,3,High,Neutral,Slow,High Performance
INT-101132,47:31.9,Operations,Intern,Forecast next quarter revenue,Finance,Churn Rate,Descriptive,0.9,2414,3,Low,Neutral,Slow,High Performance
INT-101128,20:31.9,HR,Intern,What is customer churn rate?,Finance,ROI,Predictive,0.8,365,4,Medium,Positive,Fast,High Performance
INT-101185,14:31.9,Finance,Manager,What is customer churn rate?,Sales,ROI,Descriptive,0.6,1176,0,Low,No Rating,Slow,Review Needed
INT-101193,23:31.9,Marketing,Executive,Show monthly revenue trend,Finance,Revenue,Descriptive,1,1069,4,Medium,Positive,Slow,High Performance
INT-101209,11:31.9,Operations,Executive,What is customer churn rate?,Revenue,Conversion Rate,Trend Analysis,0.8,455,5,Medium,Positive,Fast,High Performance
INT-101313,27:31.9,Sales,Intern,Compare sales performance by region,Finance,ROI,Predictive,1,1523,4,Medium,Positive,Slow,High Performance
INT-102184,35:31.9,HR,Executive,What is customer churn rate?,Finance,Churn Rate,Predictive,0.8,1205,1,Low,Negative,Slow,Review Needed
INT-102271,39:31.9,Finance,Manager,Which campaign had highest ROI?,Finance,ROI,Descriptive,1,2140,1,Low,Negative,Slow,Review Needed
INT-102230,27:31.9,Operations,Executive,What is customer churn rate?,Customer,ROI,Predictive,0.7,636,1,Medium,Negative,Slow,Review Needed
INT-102243,19:31.9,Operations,Executive,What is customer churn rate?,Customer,Revenue,Descriptive,0.9,2320,3,High,Neutral,Slow,High Performance
INT-101647,01:31.9,HR,Manager,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.9,1835,5,Low,Positive,Slow,High Performance
INT-101529,26:31.9,Marketing,Intern,Which campaign had highest ROI?,Customer,ROI,Predictive,1,1088,0,Medium,No Rating,Slow,Review Needed
INT-101534,36:31.9,Operations,Manager,Forecast next quarter revenue,Marketing,Revenue,Predictive,0.7,2459,3,Low,Neutral,Slow,High Performance
INT-101903,36:31.9,Sales,Intern,What is customer churn rate?,Marketing,Profit Margin,Predictive,0.9,1268,3,Low,Neutral,Slow,High Performance
INT-101911,43:31.9,Marketing,Manager,Which campaign had highest ROI?,Marketing,ROI,Trend Analysis,0.7,207,4,Medium,Positive,Instant,High Performance
INT-101821,31:31.9,HR,Intern,What is customer churn rate?,Marketing,Churn Rate,Predictive,0.9,2039,5,Low,Positive,Slow,High Performance
INT-101966,56:31.9,Marketing,Analyst,What is customer churn rate?,Marketing,Conversion Rate,Descriptive,0.6,1598,3,Medium,Neutral,Slow,High Performance
INT-102066,36:31.9,Sales,Executive,Show monthly revenue trend,Finance,Profit Margin,Predictive,0.9,1462,5,High,Positive,Slow,High Performance
INT-102078,11:31.9,Operations,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,1,884,4,nan,Positive,Slow,High Performance
INT-102743,26:31.9,Finance,Analyst,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.8,2163,3,Medium,Neutral,Slow,High Performance
INT-102827,39:31.9,Marketing,Executive,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.9,1020,3,Low,Neutral,Slow,High Performance
INT-102698,42:31.9,HR,Manager,Forecast next quarter revenue,Finance,ROI,Predictive,0.7,1143,4,High,Positive,Slow,High Performance
INT-102604,03:31.9,HR,Analyst,Which campaign had highest ROI?,Sales,ROI,Predictive,0.8,1211,0,High,No Rating,Slow,Review Needed
INT-102400,18:31.9,HR,Intern,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.7,1557,3,Medium,Neutral,Slow,High Performance
INT-102875,37:31.9,Sales,Intern,Forecast next quarter revenue,Finance,Conversion Rate,Trend Analysis,0.7,1859,3,High,Neutral,Slow,High Performance
INT-103184,55:31.9,Finance,Intern,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.8,1071,2,Medium,Negative,Slow,Review Needed
INT-100594,07:31.9,HR,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.7,1191,3,Medium,Neutral,Slow,High Performance
INT-100585,39:31.9,Operations,Intern,What is customer churn rate?,Finance,ROI,Trend Analysis,1,1075,3,Low,Neutral,Slow,High Performance
INT-100580,00:31.9,HR,Analyst,Show monthly revenue trend,Finance,Revenue,Descriptive,0.6,288,5,Medium,Positive,Instant,High Performance
INT-100582,11:31.9,Sales,Manager,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.7,1241,3,High,Neutral,Slow,High Performance
INT-100675,03:31.9,Operations,Intern,Which campaign had highest ROI?,Finance,Revenue,Descriptive,0.6,1896,2,High,Negative,Slow,Review Needed
INT-100644,38:31.9,Operations,Intern,Which campaign had highest ROI?,Revenue,Conversion Rate,Descriptive,0.7,630,3,Medium,Neutral,Slow,High Performance
INT-100684,30:31.9,Finance,Executive,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.8,2283,3,Medium,Neutral,Slow,High Performance
INT-100342,25:31.9,Finance,Intern,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.9,585,3,High,Neutral,Fast,High Performance
INT-100395,47:31.9,Operations,Manager,Show monthly revenue trend,Finance,Conversion Rate,Predictive,1,1920,5,Medium,Positive,Slow,High Performance
INT-100403,04:31.9,Operations,Manager,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.9,2007,3,Low,Neutral,Slow,High Performance
INT-100415,02:31.9,Operations,Intern,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.8,1077,5,Low,Positive,Slow,High Performance
INT-100487,58:31.9,Finance,Analyst,Which campaign had highest ROI?,Revenue,Profit Margin,Trend Analysis,0.9,592,4,Medium,Positive,Fast,High Performance
INT-100443,37:31.9,Finance,Manager,What is customer churn rate?,Finance,ROI,Descriptive,0.7,1795,4,High,Positive,Slow,High Performance
INT-100448,00:31.9,Sales,Executive,Forecast next quarter revenue,Customer,ROI,Predictive,1,2048,5,Medium,Positive,Slow,High Performance
INT-100427,03:31.9,Operations,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.9,1765,4,Low,Positive,Slow,High Performance
INT-100121,16:31.9,HR,Intern,Compare sales performance by region,Customer,ROI,Descriptive,0.9,1706,5,Low,Positive,Slow,High Performance
INT-100025,18:31.9,Finance,Intern,Compare sales performance by region,Sales,Conversion Rate,Descriptive,1,1221,0,Low,No Rating,Slow,Review Needed
INT-100012,37:31.9,Operations,Executive,Show monthly revenue trend,Marketing,Revenue,Trend Analysis,0.7,1192,5,High,Positive,Slow,High Performance
INT-100260,11:31.9,Marketing,Manager,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,1,1004,3,Medium,Neutral,Slow,High Performance
INT-100167,49:31.9,Finance,Intern,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.7,1757,0,High,No Rating,Slow,Review Needed
INT-100183,05:31.9,Marketing,Manager,What is customer churn rate?,Customer,Profit Margin,Predictive,0.9,2277,3,Medium,Neutral,Slow,High Performance
INT-101287,53:31.9,Marketing,Analyst,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.8,1442,0,Medium,No Rating,Slow,Review Needed
INT-101274,14:31.9,Finance,Intern,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.9,460,5,Medium,Positive,Fast,High Performance
INT-101217,42:31.9,Marketing,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,1,596,5,Medium,Positive,Fast,High Performance
INT-101222,33:31.9,HR,Intern,Forecast next quarter revenue,Sales,Profit Margin,Predictive,0.6,463,2,Medium,Negative,Fast,Review Needed
INT-101181,58:31.9,HR,Intern,Forecast next quarter revenue,Sales,ROI,Descriptive,0.7,1572,0,High,No Rating,Slow,Review Needed
INT-101182,35:31.9,Operations,Executive,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.9,816,3,Low,Neutral,Slow,High Performance
INT-101157,03:31.9,Sales,Intern,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.7,2115,5,Low,Positive,Slow,High Performance
INT-101126,36:31.9,HR,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.9,2442,2,High,Negative,Slow,Review Needed
INT-100781,50:31.9,Sales,Manager,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.7,546,3,Medium,Neutral,Fast,High Performance
INT-101003,11:31.9,HR,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Predictive,0.8,583,4,Low,Positive,Fast,High Performance
INT-101016,24:31.9,Operations,Manager,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.9,1214,1,Low,Negative,Slow,Review Needed
INT-102045,11:31.9,HR,Executive,Forecast next quarter revenue,Sales,Profit Margin,Predictive,0.7,2026,5,Low,Positive,Slow,High Performance
INT-102000,20:31.9,HR,Executive,Compare sales performance by region,Finance,ROI,Trend Analysis,0.7,1982,3,High,Neutral,Slow,High Performance
INT-101804,48:31.9,Operations,Manager,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.7,2288,4,Low,Positive,Slow,High Performance
INT-101852,50:31.9,Sales,Executive,Which campaign had highest ROI?,Customer,ROI,Predictive,1,1555,1,Low,Negative,Slow,Review Needed
INT-101899,53:31.9,HR,Intern,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.7,1007,3,Medium,Neutral,Slow,High Performance
INT-101887,42:31.9,Finance,Analyst,Show monthly revenue trend,Marketing,ROI,Predictive,0.7,2101,5,High,Positive,Slow,High Performance
INT-101573,41:31.9,Operations,Intern,What is customer churn rate?,Revenue,Conversion Rate,Trend Analysis,0.8,1866,0,Medium,No Rating,Slow,Review Needed
INT-101657,56:31.9,Finance,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.8,1197,2,Low,Negative,Slow,Review Needed
INT-101735,04:31.9,Sales,Executive,Show monthly revenue trend,Sales,Revenue,Descriptive,1,1245,2,Low,Negative,Slow,Review Needed
INT-101796,17:31.9,Finance,Executive,Which campaign had highest ROI?,Revenue,Conversion Rate,Predictive,0.7,406,3,High,Neutral,Fast,High Performance
INT-101772,45:31.9,Finance,Intern,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.7,1541,4,nan,Positive,Slow,High Performance
INT-102270,54:31.9,Operations,Executive,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.7,1961,3,Low,Neutral,Slow,High Performance
INT-102127,30:31.9,Marketing,Manager,What is customer churn rate?,Customer,Profit Margin,Predictive,0.9,1476,0,High,No Rating,Slow,Review Needed
INT-102903,37:31.9,Operations,Executive,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.8,584,3,Low,Neutral,Fast,High Performance
INT-102967,09:31.9,Operations,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Descriptive,1,1342,2,Low,Negative,Slow,Review Needed
INT-102955,29:31.9,Sales,Manager,Show monthly revenue trend,Revenue,Revenue,Descriptive,0.7,2298,4,High,Positive,Slow,High Performance
INT-102961,36:31.9,Operations,Analyst,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.8,1394,5,Medium,Positive,Slow,High Performance
INT-102985,11:31.9,Finance,Manager,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.9,805,5,High,Positive,Slow,High Performance
INT-102386,04:31.9,HR,Manager,Forecast next quarter revenue,Sales,Revenue,Predictive,0.9,2204,2,Low,Negative,Slow,Review Needed
INT-102326,20:31.9,Marketing,Manager,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.9,1398,4,Medium,Positive,Slow,High Performance
INT-102475,35:31.9,Finance,Manager,Compare sales performance by region,Marketing,Profit Margin,Predictive,0.7,918,0,Low,No Rating,Slow,Review Needed
INT-102609,21:31.9,Sales,Intern,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.6,1420,3,Medium,Neutral,Slow,High Performance
INT-102565,07:31.9,Finance,Executive,Compare sales performance by region,Marketing,Revenue,Trend Analysis,0.7,1094,0,Low,No Rating,Slow,Review Needed
INT-102596,41:31.9,Marketing,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.7,1710,3,High,Neutral,Slow,High Performance
INT-102638,07:31.9,Finance,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.7,1189,4,Medium,Positive,Slow,High Performance
INT-102826,00:31.9,Finance,Intern,Which campaign had highest ROI?,Customer,ROI,Predictive,0.9,1872,1,nan,Negative,Slow,Review Needed
INT-102705,53:31.9,HR,Executive,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.9,1213,2,High,Negative,Slow,Review Needed
INT-103180,14:31.9,Sales,Intern,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.6,639,4,High,Positive,Slow,High Performance
INT-103166,45:31.9,Sales,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Trend Analysis,0.8,457,2,Medium,Negative,Fast,Review Needed
INT-103131,47:31.9,Sales,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Trend Analysis,0.8,1306,0,Medium,No Rating,Slow,Review Needed
INT-103087,36:31.9,Operations,Executive,Which campaign had highest ROI?,Revenue,Profit Margin,Predictive,0.7,1900,4,High,Positive,Slow,High Performance
INT-103053,08:31.9,Operations,Executive,Which campaign had highest ROI?,Customer,Churn Rate,Descriptive,0.6,1619,2,High,Negative,Slow,Review Needed
INT-103062,08:31.9,Finance,Executive,Which campaign had highest ROI?,Finance,Conversion Rate,Trend Analysis,0.8,1790,3,Low,Neutral,Slow,High Performance
INT-103072,44:31.9,Operations,Analyst,Forecast next quarter revenue,Customer,ROI,Predictive,0.6,1479,1,nan,Negative,Slow,Review Needed
INT-100178,39:31.9,Operations,Executive,Show monthly revenue trend,Customer,Revenue,Predictive,0.8,497,1,nan,Negative,Fast,Review Needed
INT-100166,52:31.9,HR,Executive,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.6,1496,0,High,No Rating,Slow,Review Needed
INT-100258,42:31.9,Marketing,Analyst,What is customer churn rate?,Marketing,Churn Rate,Descriptive,1,501,4,Medium,Positive,Fast,High Performance
INT-100096,20:31.9,Operations,Manager,What is customer churn rate?,Finance,Revenue,Predictive,1,1176,0,Low,No Rating,Slow,Review Needed
INT-100085,41:31.9,Sales,Executive,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,1,1003,5,Low,Positive,Slow,High Performance
INT-100086,03:31.9,Sales,Analyst,Forecast next quarter revenue,Revenue,Churn Rate,Descriptive,0.9,1292,0,Low,No Rating,Slow,Review Needed
INT-100385,04:31.9,Sales,Executive,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.9,411,3,Low,Neutral,Fast,High Performance
INT-100381,47:31.9,Operations,Manager,What is customer churn rate?,Revenue,Revenue,Predictive,0.8,2343,3,Medium,Neutral,Slow,High Performance
INT-100374,26:31.9,Sales,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.7,2472,2,Medium,Negative,Slow,Review Needed
INT-100361,10:31.9,HR,Manager,Forecast next quarter revenue,Customer,Conversion Rate,Descriptive,0.6,1875,2,Low,Negative,Slow,Review Needed
INT-100335,57:31.9,Marketing,Manager,Show monthly revenue trend,Marketing,Profit Margin,Predictive,0.9,339,3,Medium,Neutral,Fast,High Performance
INT-100326,31:31.9,Finance,Executive,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.7,368,3,Low,Neutral,Fast,High Performance
INT-100328,05:31.9,Marketing,Manager,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.8,2394,3,Medium,Neutral,Slow,High Performance
INT-100573,37:31.9,Finance,Manager,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,0.7,1698,2,High,Negative,Slow,Review Needed
INT-100627,44:31.9,Marketing,Executive,Show monthly revenue trend,Sales,Revenue,Trend Analysis,0.7,2221,0,Medium,No Rating,Slow,Review Needed
INT-100637,30:31.9,Operations,Analyst,What is customer churn rate?,Customer,Churn Rate,Predictive,0.8,1131,1,Medium,Negative,Slow,Review Needed
INT-100632,41:31.9,HR,Executive,Forecast next quarter revenue,Customer,ROI,Descriptive,1,2424,4,High,Positive,Slow,High Performance
INT-100995,17:31.9,Marketing,Executive,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.9,515,5,Medium,Positive,Fast,High Performance
INT-101035,40:31.9,Sales,Manager,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.6,1314,3,Medium,Neutral,Slow,High Performance
INT-100989,10:31.9,Marketing,Analyst,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,1,1571,1,High,Negative,Slow,Review Needed
INT-100974,16:31.9,HR,Executive,Show monthly revenue trend,Sales,Revenue,Descriptive,0.7,695,2,nan,Negative,Slow,Review Needed
